interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,gender,census_region,hispanic,race,household_income,education,state,congress_district,age,vote_trump,vote_biden,education_level,income_level
Hardly at all,Not registered,Don't recall,Not sure,Donald Trump,Not Sure,not in labor force,The United States,Female,South,Other Hispanic,"other race, nec","Less than $14,999",3rd Grade or less,florida,FL08,66,1,0,0,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,South,Not Hispanic,white,"$150,000 to $174,999",Masters degree,texas,,41,1,0,9,20
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$150,000 to $174,999",Masters degree,new york,NY07,42,1,0,9,20
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"Less than $14,999",High school graduate,illinois,IL14,60,1,0,3,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Northeast,Not Hispanic,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",new york,NY18,57,0,1,7,22
Most of the time,Registered,Donald Trump,Not sure,I am not sure/don't know,Conservative,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$25,000 to $29,999","Completed some college, but no degree",illinois,IL14,76,0,0,5,3
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Female,Midwest,Not Hispanic,black/african american/negro,"Less than $14,999","Completed some college, but no degree",ohio,OH11,27,0,1,5,0
Some of the time,Registered,Don't recall,"Yes, I will vote",Joe Biden,Conservative,employed,The United States,Female,South,Not Hispanic,"other race, nec","$125,000 to $149,999","College Degree (such as B.A., B.S.)",alabama,AL02,57,0,1,7,19
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,employed,The United States,Female,South,Not Hispanic,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",maryland,MD03,37,1,0,7,5
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Midwest,Not Hispanic,white,"$150,000 to $174,999",Masters degree,kansas,KS03,38,0,1,9,20
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$250,000 and above",Masters degree,virginia,VA11,42,1,0,9,23
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$90,000 to $94,999","Completed some college, but no degree",new jersey,NJ05,77,0,1,5,16
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,employed,The United States,Female,West,Not Hispanic,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",california,CA09,65,0,1,7,17
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$250,000 and above",Masters degree,new york,NY07,40,0,1,9,23
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",new jersey,NJ03,78,1,0,7,2
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Conservative,employed,The United States,Male,Northeast,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",connecticut,CT05,39,0,1,7,20
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Northeast,Not Hispanic,white,"$150,000 to $174,999",Masters degree,new york,NY14,39,1,0,9,20
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,The United States,Female,South,Not Hispanic,white,"$50,000 to $54,999",High school graduate,tennessee,TN06,30,1,0,3,8
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Male,West,Not Hispanic,white,"$150,000 to $174,999",Masters degree,california,CA37,43,0,1,9,20
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,South,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",florida,FL15,67,1,0,7,18
Some of the time,Registered,Someone else:,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$50,000 to $54,999",High school graduate,new jersey,NJ11,83,0,1,3,8
Only now and then,Registered,"Did not vote, but was eligible","Yes, I will vote",Donald Trump,Conservative,unemployed,The United States,Male,West,Not Hispanic,white,"$25,000 to $29,999",High school graduate,california,CA23,46,1,0,3,3
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Female,Northeast,Not Hispanic,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",new hampshire,NH01,30,0,1,7,5
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",pennsylvania,PA10,68,1,0,7,9
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,West,Not Hispanic,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",california,CA23,41,0,1,7,8
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",I am not sure/don't know,Moderate,employed,The United States,Female,South,Other Hispanic,white,"$60,000 to $64,999","Completed some college, but no degree",arkansas,AR03,55,0,0,5,10
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Liberal,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$15,000 to $19,999",Associate Degree,new york,NY27,68,1,0,6,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$150,000 to $174,999",Masters degree,pennsylvania,PA04,68,0,1,9,20
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,West,Mexican,black/african american/negro,"$45,000 to $49,999",High school graduate,california,CA51,19,0,1,3,7
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Male,Northeast,Not Hispanic,white,"$150,000 to $174,999","Completed some college, but no degree",pennsylvania,PA11,64,0,1,5,20
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Female,Midwest,Not Hispanic,black/african american/negro,"$40,000 to $44,999",High school graduate,missouri,MO01,56,0,1,3,6
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,Northeast,Other Hispanic,"other race, nec","$95,000 to $99,999",Masters degree,new york,NY16,51,1,0,9,17
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Midwest,Not Hispanic,white,"$75,000 to $79,999",Associate Degree,ohio,OH04,29,0,1,6,13
Hardly at all,Not registered,Was not eligible to vote,"No, I am not eligible to vote",I am not sure/don't know,Not Sure,employed,The United States,Male,West,Not Hispanic,white,"$15,000 to $19,999","Completed some college, but no degree",california,CA21,33,0,0,5,1
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,unemployed,The United States,Male,Midwest,Not Hispanic,white,"Less than $14,999",Completed some high school,missouri,MO05,30,1,0,NA,0
Some of the time,Registered,Hillary Clinton,Not sure,Donald Trump,Moderate,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"Less than $14,999",High school graduate,ohio,OH04,60,1,0,3,0
Some of the time,Not registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Conservative,unemployed,Another country,Male,South,Not Hispanic,"other race, nec","$25,000 to $29,999","Completed some college, but no degree",florida,FL20,30,0,1,5,3
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$125,000 to $149,999",Masters degree,new york,NY25,42,0,1,9,19
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$75,000 to $79,999","Completed some college, but no degree",ohio,OH07,46,1,0,5,13
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",massachusetts,MA05,57,1,0,7,20
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",I would not vote,Moderate,employed,The United States,Male,South,Not Hispanic,"other race, nec","$30,000 to $34,999",Associate Degree,alabama,AL05,30,0,0,6,4
Some of the time,Registered,Someone else:,"Yes, I will vote",I am not sure/don't know,Liberal,not in labor force,The United States,Female,Midwest,Not Hispanic,black/african american/negro,"$70,000 to $74,999",Associate Degree,missouri,MO01,64,0,0,6,12
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,South,Mexican,white,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",texas,TX18,46,0,1,7,9
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,employed,The United States,Male,Midwest,Not Hispanic,white,"$250,000 and above",Masters degree,illinois,IL07,39,1,0,9,23
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$90,000 to $94,999","Completed some graduate, but no degree",maryland,MD08,31,0,1,8,16
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Male,South,Not Hispanic,black/african american/negro,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",florida,FL20,28,0,1,7,3
Hardly at all,Not registered,Was not eligible to vote,"No, I am not eligible to vote",I would not vote,Very Liberal,employed,The United States,Female,South,Not Hispanic,white,"$60,000 to $64,999",Completed some high school,virginia,VA06,60,0,0,NA,10
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$30,000 to $34,999",High school graduate,ohio,OH06,79,1,0,3,4
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,Northeast,Other Hispanic,white,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",new york,NY21,57,1,0,7,11
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",michigan,MI12,36,1,0,7,19
Some of the time,Not registered,Someone else:,"No, I am not eligible to vote",I am not sure/don't know,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$150,000 to $174,999",High school graduate,pennsylvania,PA02,64,0,0,3,20
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Conservative,not in labor force,The United States,Male,South,Not Hispanic,white,"$100,000 to $124,999","Completed some college, but no degree",north carolina,NC03,68,0,1,5,18
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,Northeast,Not Hispanic,black/african american/negro,"$60,000 to $64,999",Associate Degree,new york,NY05,57,0,1,6,10
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,South,Not Hispanic,black/african american/negro,"$25,000 to $29,999",High school graduate,georgia,GA02,25,0,1,3,3
Hardly at all,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",I am not sure/don't know,Not Sure,employed,The United States,Female,Midwest,Not Hispanic,white,"$35,000 to $39,999",High school graduate,ohio,OH07,46,0,0,3,5
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,West,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",arizona,AZ04,51,1,0,7,18
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,unemployed,The United States,Male,South,Cuban,black/african american/negro,"$70,000 to $74,999",Associate Degree,georgia,GA12,58,0,1,6,12
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$15,000 to $19,999","Completed some college, but no degree",ohio,OH09,63,1,0,5,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Male,Northeast,Not Hispanic,black/african american/negro,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",new york,NY08,24,0,1,7,13
Some of the time,Registered,Someone else:,"Yes, I will vote",Someone else,Moderate,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$40,000 to $44,999","Completed some graduate, but no degree",ohio,OH09,67,0,0,8,6
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$175,000 to $199,999",Masters degree,new york,NY12,43,1,0,9,21
